1,44.57,46.450001,44.470001,46.299999
2,47.560001,47.689999,46.189999,46.77
3,46.779999,47.060001,46.439999,46.580002
4,46.299999,47.040001,46.07,46.990002
5,47.77,47.790001,46.02,46.02
6,46.029999,46.150002,45.380001,45.740002
7,46,46.290001,45.580002,45.639999
8,45.369999,45.439999,44.5,44.650002
9,44.470001,44.98,44.029999,44.93
10,44.919998,45.009998,43.509998,43.57
11,44,44.57,43.549999,44.360001
12,44.25,44.830002,44.040001,44.68
13,44.93,45.529999,44.709999,44.82
14,45.290001,45.43,44.799999,44.880001
15,45.139999,45.27,44.610001,45.23
16,45,45.5,44.799999,45.209999
17,45.139999,45.18,44.470001,45.07
18,45.049999,45.049999,43.830002,43.91
19,43.880001,45.25,43.860001,45.150002
20,45.529999,45.68,44.959999,45.25
21,44.91,45.939999,44.669998,45.869999
22,46.299999,47.189999,46.200001,46.400002
23,46.259998,46.689999,45.939999,46.150002
24,46.470001,46.91,46.130001,46.82
25,46.720001,46.830002,45.849998,46.119999
26,47.52,47.990002,46.93,47.200001
27,47.93,48.52,47.029999,48.48
28,48.470001,48.57,48.029999,48.279999
29,48.400002,48.799999,48.07,48.490002
30,48.18,48.509998,48.18,48.48
31,48.34,49.279999,48.099998,48.18
32,48.139999,48.5,47.82,48.02
33,47.669998,48.23,47.200001,47.689999
34,47.439999,47.77,46.73,47.240002
35,47.139999,47.360001,46.23,46.299999
36,46.290001,46.860001,46.220001,46.689999
37,46.900002,47.27,46.810001,47.220001
38,46.66,47.529999,46.599998,47.48
39,47.470001,48.080002,47.209999,47.799999
40,48.060001,48.279999,47.66,47.720001
41,48.459999,48.650002,47.700001,47.93
42,48.299999,48.689999,48.119999,48.43
43,48.259998,48.73,48.060001,48.380001
44,48.34,48.689999,48.029999,48.450001
45,48.32,48.75,48.200001,48.209999
46,48.200001,48.5,47.959999,48.419998
47,48.119999,48.380001,47.220001,47.369999
48,47.27,47.599998,47.09,47.349998
49,47.34,47.5,46.970001,47.279999
