1,225.089996,233.770004,224.800003,232.5
2,237.139999,238.460007,233,235.649994
3,235,237.589996,231.729996,235.529999
4,234.990005,236.139999,232.149994,235.940002
5,237.789993,240.830002,235.550003,238.789993
6,238.559998,240.699997,236.910004,239.220001
7,241.279999,245.190002,239.860001,242.240005
8,241.199997,243.220001,232.679993,234.020004
9,234.619995,237.300003,232.740005,235.679993
10,232.639999,233.089996,215.399994,216.080002
11,209.75,220.75,207.110001,220.639999
12,220.589996,227.5,218.470001,227.070007
13,228.5,239,227.559998,237.550003
14,239,240,232.610001,233.419998
15,233.759995,240.399994,232.270004,240.279999
16,239.410004,247.649994,238.820007,240.860001
17,238.110001,246.990005,236.589996,243.580002
18,245,246.529999,239.240005,244.5
19,243.690002,245.490005,239.320007,245.070007
20,247.009995,250.149994,238.419998,239
21,236.759995,240.330002,232.029999,239.729996
22,241.550003,244.820007,238.050003,240.279999
23,238,241.759995,236.330002,240.929993
24,241,244.160004,237.860001,242.029999
25,240.059998,246.050003,235.639999,245.419998
26,246.220001,246.910004,240.080002,241.75
27,240.259995,241.899994,238.119995,239.869995
28,239.630005,242.419998,231.75,232.600006
29,230.190002,233.490005,226.899994,230.710007
30,231.460007,234.949997,230.830002,233.5
31,234.630005,234.960007,229.830002,230.119995
32,231.139999,233.699997,230.309998,233.289993
33,230.220001,234.889999,229,234.5
34,255.820007,255.850006,249,253.669998
35,252.649994,255.399994,250.330002,251.960007
36,251.559998,252.800003,247.429993,249.830002
37,250.190002,252.270004,247.770004,249.119995
38,249.039993,266.600006,248.669998,265.279999
39,264.079987,278.890015,263.429993,268.440002
40,268.040009,273.859985,259.690002,263
41,260.190002,265.920013,255.130005,256.130005
42,258.970001,263.899994,258.109985,259.890015
43,261.549988,265.160004,259.570007,261.299988
44,262.309998,262.649994,258.679993,261.23999
45,262.5,264.100006,259.399994,261.160004
46,260.950012,265.149994,259.26001,262.339996
47,261.390015,267.910004,261.350006,262.589996
48,261.5,269.630005,261.459991,269.01001
49,268.690002,270.48999,266.420013,267.01001
