1,421.399994,426.48999,415.420013,425.5
2,425.76001,437.959991,425.179993,436.130005
3,441.820007,450.459991,439.220001,447.769989
4,448.730011,452.76001,442.799988,449.869995
5,449.119995,453.970001,445.600006,453.720001
6,455.01001,468.589996,454.209991,468.040009
7,466.5,474.01001,464.5,466.26001
8,468.540009,472.359985,454,457.850006
9,458.859985,467.01001,454,465.910004
10,466.390015,468.029999,442.23999,443.399994
11,445.230011,447.670013,432.140015,447.23999
12,450.019989,457.589996,447,455.040009
13,454,488.230011,454,485.640015
14,485.640015,492.279999,475.529999,476.890015
15,480.769989,499.5,479.799988,493.809998
16,497.309998,504.820007,490.829987,493.160004
17,498.579987,505.100006,493.809998,502.779999
18,508.399994,510,495.779999,507.76001
19,519.72998,555.880005,511.279999,548.72998
20,567.97998,575.369995,520.960022,525.5
21,517.080017,525.5,490.48999,524.880005
22,516.299988,529,510.179993,523.26001
23,526.47998,535.539978,504.359985,527.390015
24,494.869995,503.589996,484.140015,492.98999
25,489.140015,504.5,484.200012,502.410004
26,506,506.220001,488.609985,490.100006
27,492.190002,497.200012,487.200012,489.820007
28,491.130005,491.899994,472.019989,477.579987
29,468.769989,487.170013,467.540009,480.450012
30,484.51001,496.920013,482.309998,495.649994
31,496.019989,497.790009,487.76001,488.51001
32,492.25,494.920013,484.130005,484.480011
33,480.709991,488.350006,477.51001,485.799988
34,488.290009,494.799988,484.5,488.880005
35,490.859985,503.089996,490.230011,498.619995
36,498.649994,510.440002,498.649994,509.640015
37,508.679993,510.100006,501.200012,502.109985
38,504.109985,510.820007,498.700012,509.079987
39,505.450012,508.290009,486.679993,494.730011
40,493.350006,497.459991,478.630005,483.380005
41,479.75,480.920013,466.549988,466.929993
42,471.339996,482.48999,470.179993,475.470001
43,478.399994,484.450012,476.450012,481.329987
44,482.820007,488.329987,480.209991,482.679993
45,484.190002,486.23999,479.100006,482.350006
46,484.350006,495.299988,482.799988,491.869995
47,493.929993,494.5,483.5,484.529999
48,484.690002,498.940002,483.890015,497.899994
49,496.459991,498.130005,490,492.309998
